time="2023-12-25T12:20:40.637" level=info msg="Starting kbench..."
time="2023-12-25T12:20:40.648" level=info msg="Created a new Pod manager."
time="2023-12-25T12:20:40.658" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2023-12-25T12:37:48.285" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:48.285" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:51.287" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:51.287" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:54.289" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:54.289" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:57.291" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:57.291" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:00.293" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:00.293" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:01.491" level=info msg="Starting kbench..."
time="2023-12-25T12:38:01.493" level=info msg="Created a new Pod manager."
time="2023-12-25T12:38:01.508" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2023-12-25T12:38:01.508" level=info msg="Performing pod actions in operation 0"
time="2023-12-25T12:38:01.508" level=info msg="Waiting all threads to finish on the current operation"
time="2023-12-25T12:38:01.535" level=error msg="pods \"kbench-pod-oid-0-tid-2\" already exists"
time="2023-12-25T12:38:01.535" level=info msg="Sleep 100000 mili-seconds after CREATE action"
time="2023-12-25T12:38:01.535" level=error msg="pods \"kbench-pod-oid-0-tid-0\" already exists"
time="2023-12-25T12:38:01.535" level=info msg="Sleep 100000 mili-seconds after CREATE action"
time="2023-12-25T12:38:01.535" level=error msg="pods \"kbench-pod-oid-0-tid-1\" already exists"
time="2023-12-25T12:38:01.535" level=info msg="Sleep 100000 mili-seconds after CREATE action"
time="2023-12-25T12:38:03.294" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:03.294" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:06.296" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:06.296" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:09.298" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:09.298" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:12.299" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:12.299" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:15.301" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:15.301" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:18.303" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:18.303" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:21.305" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:21.305" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:24.306" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:24.306" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:27.308" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:27.308" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:30.309" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:30.309" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:33.311" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:33.311" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:36.313" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:36.313" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:39.314" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:39.314" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:42.316" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:42.316" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:45.317" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:45.317" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:48.319" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:48.319" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:51.320" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:51.320" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:54.322" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:54.322" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:38:57.324" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:38:57.324" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:39:00.325" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:39:00.325" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:39:03.326" level=info msg="Predicate processing timed out, continue the operation..."
time="2023-12-25T12:39:03.326" level=info msg="Performing pod actions in operation 1"
time="2023-12-25T12:39:03.326" level=info msg="Waiting all threads to finish on the current operation"
time="2023-12-25T12:39:03.327" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-2"
time="2023-12-25T12:39:03.327" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-0"
time="2023-12-25T12:39:03.327" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-1"
time="2023-12-25T12:39:03.333" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: "
time="2023-12-25T12:39:03.333" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-25T12:39:03.334" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-1, Run out:  err: "
time="2023-12-25T12:39:03.334" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-25T12:39:03.334" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-2, Run out:  err: "
time="2023-12-25T12:39:03.334" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-25T12:39:08.334" level=info msg="One operation completed. Continue to run the next..."
time="2023-12-25T12:39:08.334" level=info msg="Performing pod actions in operation 2"
time="2023-12-25T12:39:08.334" level=info msg="Waiting all threads to finish on the current operation"
time="2023-12-25T12:39:08.336" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-0"
time="2023-12-25T12:39:08.336" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-2"
time="2023-12-25T12:39:08.336" level=info msg="Run: Container rediscontainer found for pod kbench-pod-oid-0-tid-1"
time="2023-12-25T12:39:08.343" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: "
time="2023-12-25T12:39:08.343" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-25T12:39:08.344" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-2, Run out:  err: "
time="2023-12-25T12:39:08.344" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-25T12:39:08.346" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-1, Run out:  err: "
time="2023-12-25T12:39:08.346" level=info msg="Sleep 5000 mili-seconds after RUN action"
time="2023-12-25T12:39:13.346" level=info msg="One operation completed. Continue to run the next..."
time="2023-12-25T12:39:13.346" level=info msg="Performing pod actions in operation 3"
time="2023-12-25T12:39:13.346" level=info msg="Waiting all threads to finish on the current operation"
time="2023-12-25T12:39:13.348" level=error msg="Error copying file(s) for pod: kbench-pod-oid-0-tid-0"
time="2023-12-25T12:39:13.348" level=info msg="Sleep 20000 mili-seconds after COPY action"
time="2023-12-25T12:39:13.348" level=error msg="Error copying file(s) for pod: kbench-pod-oid-0-tid-2"
time="2023-12-25T12:39:13.348" level=info msg="Sleep 20000 mili-seconds after COPY action"
time="2023-12-25T12:39:13.348" level=error msg="Error copying file(s) for pod: kbench-pod-oid-0-tid-1"
time="2023-12-25T12:39:13.348" level=info msg="Sleep 20000 mili-seconds after COPY action"
time="2023-12-25T12:39:33.348" level=info msg="All operations completed."
time="2023-12-25T12:39:33.348" level=info msg="**********************************************************************************************"
time="2023-12-25T12:39:33.348" level=info msg="**************************************** Pod Results ****************************************"
time="2023-12-25T12:39:33.348" level=info msg="**********************************************************************************************"
time="2023-12-25T12:39:33.348" level=info msg="------------------------------------ Pod Operation Summary -----------------------------------"
time="2023-12-25T12:39:33.348" level=info msg="Number of valid pod creation requests:             0         "
time="2023-12-25T12:39:33.348" level=info msg="Number of created pods:                            3         "
time="2023-12-25T12:39:33.348" level=info msg="Number of scheduled pods:                          3         "
time="2023-12-25T12:39:33.348" level=info msg="Number of initialized pods:                        0         "
time="2023-12-25T12:39:33.348" level=info msg="Number of started pods:                            0         "
time="2023-12-25T12:39:33.348" level=info msg="Number of running pods:                            0         "
time="2023-12-25T12:39:33.348" level=info msg="Pod creation throughput (pods/minutes):            NaN       "
time="2023-12-25T12:39:33.348" level=info msg="Pod creation average latency:                      NaN       "
time="2023-12-25T12:39:33.348" level=info msg="--------------------------------- Pod Startup Latencies (ms) ---------------------------------"
time="2023-12-25T12:39:33.348" level=info msg="                                                   median     min        max        99%       "
time="2023-12-25T12:39:33.348" level=info msg="Pod creation latency stats (server):               ---        ---        ---        ---       "
time="2023-12-25T12:39:33.348" level=info msg="Pod scheduling latency stats (server):             ---        ---        ---        ---       "
time="2023-12-25T12:39:33.348" level=info msg="Pod image pulling latency stats (server):          ---        ---        ---        ---       "
time="2023-12-25T12:39:33.348" level=info msg="Pod starting latency stats (server):               ---        ---        ---        ---       "
time="2023-12-25T12:39:33.348" level=info msg="Pod startup total latency (server):                ---        ---        ---        ---       "
time="2023-12-25T12:39:33.348" level=info msg="Pod client-server e2e latency (create-to-ready):   ---        ---        ---        ---       "
time="2023-12-25T12:39:33.348" level=info msg="Pod scheduling latency stats (client):             0          0          0.006      0.006     "
time="2023-12-25T12:39:33.348" level=info msg="Pod initialization latency on kubelet (client):    ---        ---        ---        ---       "
time="2023-12-25T12:39:33.348" level=info msg="Pod starting latency stats (client):               ---        ---        ---        ---       "
time="2023-12-25T12:39:33.348" level=info msg="Pod startup total latency (client):                ---        ---        ---        ---       "
time="2023-12-25T12:39:33.348" level=info msg="--------------------------------- Pod API Call Latencies (ms) --------------------------------"
time="2023-12-25T12:39:33.348" level=info msg="                                                   median     min        max        99%       "
time="2023-12-25T12:39:33.348" level=info msg="run pod latency:                                   7.177      5.899      10.024     10.024    "
time="2023-12-25T12:39:33.348" level=info msg="copy pod latency:                                  0.045      0.035      0.047      0.047     "
time="2023-12-25T12:39:33.348" level=info msg="Pod Creation Success Rate: 0 %"
time="2023-12-25T12:39:33.348" level=info msg="Benchmark run completed."
time="2023-12-25T12:39:41.536" level=info msg="One operation completed. Continue to run the next..."
time="2023-12-25T12:39:41.542" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:39:41.542" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:39:44.543" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:39:44.543" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:39:47.545" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:39:47.545" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:39:50.547" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:39:50.547" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:39:53.548" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:39:53.548" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:39:56.550" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:39:56.550" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:39:59.552" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:39:59.552" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:02.553" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:02.553" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:05.555" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:05.555" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:08.557" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:08.557" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:11.558" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:11.558" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:14.561" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:14.561" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:17.562" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:17.562" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:20.564" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:20.564" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:23.566" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:23.566" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:26.567" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:26.567" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:29.579" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:29.579" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:32.581" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:32.581" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:35.583" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:35.583" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:38.585" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:38.585" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:41.586" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:41.586" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:44.588" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:44.588" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:47.590" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:47.590" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:50.592" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:50.592" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:53.594" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:53.594" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:56.595" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:56.595" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:40:59.597" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:40:59.597" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:02.599" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:02.599" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:05.601" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:05.601" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:08.603" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:08.603" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:11.604" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:11.605" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:14.606" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:14.606" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:17.608" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:17.608" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:20.610" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:20.610" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:23.611" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:23.611" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:26.613" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:26.613" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:29.615" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:29.615" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:32.616" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:32.616" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:35.618" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:35.618" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:38.620" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:38.620" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:41.622" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:41.622" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:44.624" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:44.624" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:47.625" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:47.625" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:50.627" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:50.627" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:53.629" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:53.629" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:56.630" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:56.630" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:41:59.632" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:41:59.632" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:02.634" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:02.634" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:05.636" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:05.636" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:08.638" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:08.638" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:11.639" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:11.640" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:14.641" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:14.641" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:17.643" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:17.643" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:20.645" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:20.645" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:23.647" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:23.647" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:26.648" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:26.648" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:29.650" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:29.650" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:32.652" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:32.652" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:35.653" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:35.653" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:38.655" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:38.655" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:41.657" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:41.657" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:44.658" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:44.658" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:47.660" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:47.660" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:50.662" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:50.662" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:53.664" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:53.664" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:56.665" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:56.665" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:42:59.667" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:42:59.667" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:02.669" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:02.669" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:05.671" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:05.671" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:08.673" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:08.673" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:11.674" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:11.674" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:14.678" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:14.678" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:17.680" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:17.680" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:20.682" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:20.682" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:23.684" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:23.684" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:26.685" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:26.685" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:29.687" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:29.687" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:32.689" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:32.689" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:35.690" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:35.690" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:38.692" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:38.692" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:41.694" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:41.694" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:44.695" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:44.695" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:47.697" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:47.697" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:50.699" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:50.699" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:53.701" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:53.701" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:56.702" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:56.702" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:43:59.704" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:43:59.704" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:44:02.705" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:44:02.705" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:44:05.707" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:44:05.707" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:44:08.709" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:44:08.709" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:44:11.710" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:44:11.710" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:44:14.712" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:44:14.712" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:44:17.713" level=warning msg="Resource predicate not passed, pod is not running..."
