time="2024-03-21T03:36:04.093" level=info msg="Starting kbench..."
time="2024-03-21T03:36:04.096" level=info msg="Created a new Pod manager."
time="2024-03-21T03:36:04.105" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-21T03:46:43.787" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:43.787" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:43.787" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:46.908" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:46.908" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:46.908" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:50.019" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:50.020" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:50.020" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:53.156" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:53.156" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:53.156" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:56.283" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:56.283" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:56.283" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:59.410" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:59.410" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:59.411" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:02.529" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:02.529" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:02.529" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:05.648" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:05.648" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:05.648" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:08.773" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:08.773" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:08.773" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:11.902" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:11.903" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:11.903" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:15.035" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:15.035" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:15.035" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:18.163" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:18.163" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:18.163" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:21.278" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:21.278" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:21.278" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:24.402" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:24.403" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:24.403" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:27.519" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:27.519" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:27.519" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:30.627" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:30.627" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:30.627" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:33.763" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:33.763" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:33.763" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:36.885" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:36.885" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:36.885" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:40.022" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:40.022" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:40.022" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:43.154" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:43.154" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:43.154" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:46.273" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:46.273" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:46.273" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:49.412" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:49.412" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:49.412" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:52.549" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:52.549" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:52.549" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:55.694" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:55.694" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:55.694" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:47:58.819" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:47:58.819" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:47:58.819" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:01.943" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:01.943" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:01.943" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:05.068" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:05.068" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:05.068" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:08.187" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:08.187" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:08.187" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:11.328" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:11.328" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:11.328" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:14.437" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:14.437" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:14.437" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:17.559" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:17.559" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:17.559" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:20.675" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:20.675" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:20.675" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:23.795" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:23.795" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:23.795" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:26.911" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:26.912" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:26.912" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:30.023" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:30.023" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:30.023" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:33.147" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:33.147" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:33.147" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:36.269" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:36.269" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:36.270" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:39.404" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:39.404" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:39.404" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:42.543" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:42.543" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:42.543" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:45.669" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:45.669" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:45.669" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:48.801" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:48.801" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:48.801" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:51.925" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:51.925" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:51.925" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:55.055" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:55.055" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:55.055" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:48:58.177" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:48:58.177" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:48:58.177" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:01.297" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:01.297" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:01.297" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:04.412" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:04.412" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:04.412" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:07.528" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:07.528" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:07.528" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:10.650" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:10.650" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:10.650" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:13.780" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:13.780" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:13.780" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:16.906" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:16.907" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:16.907" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:20.016" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:20.016" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:20.016" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:23.135" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:23.135" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:23.135" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:26.255" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:26.256" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:26.256" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:29.376" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:29.376" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:29.376" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:32.505" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:32.505" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:32.505" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:35.635" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:35.635" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:35.635" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:38.754" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:38.754" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:38.754" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:41.891" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:41.891" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:41.891" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:45.021" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:45.021" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:45.021" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:48.151" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:48.151" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:48.151" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:51.264" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:51.264" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:51.264" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:54.388" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:54.388" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:54.388" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:49:57.503" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:49:57.503" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:49:57.503" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:00.624" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:00.624" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:00.624" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:03.743" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:03.743" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:03.743" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:06.868" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:06.868" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:06.868" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:10.002" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:10.002" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:10.002" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:13.132" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:13.132" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:13.132" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:16.245" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:16.246" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:16.246" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:19.369" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:19.369" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:19.369" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:22.483" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:22.483" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:22.483" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:25.607" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:25.607" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:25.607" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:28.764" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:28.764" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:28.764" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:31.887" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:31.887" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:31.887" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:50:35.016" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:50:35.016" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:50:35.016" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
