time="2024-03-04T15:45:45.595" level=info msg="Starting kbench..."
time="2024-03-04T15:45:45.603" level=info msg="Created a new Pod manager."
time="2024-03-04T15:45:45.609" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-04T15:56:50.744" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:50.744" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:50.744" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:53.838" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:53.839" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:53.839" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:56.936" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:56.936" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:56.936" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:00.030" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:00.030" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:00.030" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:03.132" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:03.132" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:03.132" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:06.231" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:06.231" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:06.231" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:09.326" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:09.326" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:09.326" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:12.420" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:12.420" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:12.420" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:15.512" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:15.512" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:15.512" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:18.612" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:18.612" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:18.612" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:21.708" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:21.708" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:21.708" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:24.807" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:24.807" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:24.807" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:27.900" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:27.900" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:27.900" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:31.009" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:31.009" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:31.009" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:34.104" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:34.104" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:34.104" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:37.198" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:37.198" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:37.198" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:40.292" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:40.292" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:40.292" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:43.381" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:43.381" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:43.381" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:46.472" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:46.472" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:46.472" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:49.563" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:49.563" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:49.563" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:52.657" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:52.657" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:52.657" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:55.763" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:55.763" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:55.763" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:57:58.867" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:57:58.867" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:57:58.867" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:01.959" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:01.959" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:01.959" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:05.057" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:05.057" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:05.057" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:08.157" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:08.157" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:08.157" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:11.252" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:11.252" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:11.252" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:14.342" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:14.342" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:14.342" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:17.438" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:17.439" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:17.439" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:20.534" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:20.534" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:20.534" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:23.656" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:23.656" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:23.656" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:26.750" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:26.750" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:26.750" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:29.843" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:29.843" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:29.843" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:32.942" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:32.942" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:32.942" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:36.038" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:36.038" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:36.038" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:39.129" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:39.129" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:39.129" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:42.223" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:42.223" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:42.223" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:45.332" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:45.332" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:45.332" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:48.424" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:48.424" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:48.424" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:51.518" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:51.519" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:51.519" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:54.607" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:54.607" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:54.607" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:58:57.704" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:58:57.704" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:58:57.704" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:00.794" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:00.794" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:00.794" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:03.887" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:03.887" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:03.887" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:06.982" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:06.982" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:06.982" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:10.077" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:10.078" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:10.078" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:13.184" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:13.184" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:13.184" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:16.276" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:16.276" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:16.276" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:19.366" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:19.366" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:19.366" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:22.459" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:22.459" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:22.459" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:25.551" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:25.551" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:25.551" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:28.644" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:28.644" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:28.645" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:31.740" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:31.740" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:31.740" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:34.836" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:34.836" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:34.836" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:37.931" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:37.931" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:37.931" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:41.023" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:41.023" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:41.023" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:44.119" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:44.119" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:44.119" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:47.214" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:47.214" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:47.214" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:50.306" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:50.306" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:50.306" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:53.397" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:53.397" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:53.397" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:56.494" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:56.495" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:56.495" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:59:59.589" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:59:59.589" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:59:59.589" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:02.689" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:02.689" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:02.689" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:05.781" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:05.781" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:05.781" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:08.872" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:08.872" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:08.872" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:11.964" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:11.964" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:11.964" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:15.054" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:15.054" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:15.054" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:18.158" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:18.158" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:18.158" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:21.253" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:21.253" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:21.253" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:24.343" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:24.343" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:24.343" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:27.438" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:27.438" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:27.438" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:30.529" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:30.529" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:30.529" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:33.621" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:33.621" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:33.621" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:36.725" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:36.725" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:36.725" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T16:00:39.820" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T16:00:39.820" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T16:00:39.820" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
