time="2024-03-21T05:35:27.017" level=info msg="Starting kbench..."
time="2024-03-21T05:35:27.019" level=info msg="Created a new Pod manager."
time="2024-03-21T05:35:27.037" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-21T05:45:30.929" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:30.929" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:30.929" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:34.046" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:34.046" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:34.046" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:37.163" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:37.163" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:37.163" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:40.284" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:40.284" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:40.284" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:43.407" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:43.407" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:43.407" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:46.523" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:46.523" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:46.523" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:49.665" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:49.665" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:49.665" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:52.783" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:52.783" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:52.783" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:55.909" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:55.909" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:55.909" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:59.031" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:59.031" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:59.031" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:02.150" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:02.150" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:02.150" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:05.278" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:05.278" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:05.278" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:08.398" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:08.398" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:08.398" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:11.532" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:11.533" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:11.533" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:14.669" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:14.670" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:14.670" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:17.809" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:17.809" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:17.809" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:20.930" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:20.930" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:20.930" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:24.049" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:24.049" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:24.049" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:27.182" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:27.182" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:27.182" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:30.312" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:30.312" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:30.312" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:33.445" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:33.445" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:33.445" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:36.572" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:36.572" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:36.572" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:39.706" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:39.706" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:39.706" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:42.830" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:42.830" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:42.830" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:45.949" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:45.949" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:45.949" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:49.084" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:49.084" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:49.084" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:52.211" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:52.211" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:52.211" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:55.373" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:55.373" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:55.373" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:46:58.487" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:46:58.487" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:46:58.487" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:01.613" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:01.613" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:01.613" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:04.750" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:04.750" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:04.750" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:07.868" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:07.868" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:07.868" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:10.985" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:10.986" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:10.986" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:14.104" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:14.104" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:14.104" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:17.223" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:17.223" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:17.223" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:20.373" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:20.373" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:20.373" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:23.494" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:23.494" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:23.494" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:26.620" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:26.621" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:26.621" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:29.761" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:29.761" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:29.761" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:32.885" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:32.885" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:32.885" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:35.994" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:35.994" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:35.994" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:39.137" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:39.137" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:39.137" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:42.259" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:42.259" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:42.259" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:45.381" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:45.381" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:45.381" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:48.522" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:48.522" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:48.522" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:51.637" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:51.637" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:51.637" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:54.770" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:54.770" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:54.770" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:47:57.893" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:47:57.893" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:47:57.893" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:01.020" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:01.020" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:01.020" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:04.150" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:04.150" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:04.150" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:07.276" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:07.276" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:07.276" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:10.409" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:10.409" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:10.409" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:13.527" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:13.527" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:13.527" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:16.647" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:16.647" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:16.647" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:19.773" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:19.773" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:19.773" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:22.911" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:22.911" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:22.911" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:26.038" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:26.038" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:26.039" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:29.170" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:29.170" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:29.170" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:32.282" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:32.283" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:32.283" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:35.415" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:35.415" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:35.415" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:38.535" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:38.535" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:38.535" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:41.681" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:41.682" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:41.682" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:44.797" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:44.797" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:44.797" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:47.912" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:47.912" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:47.912" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:51.036" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:51.037" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:51.037" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:54.152" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:54.152" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:54.152" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:48:57.265" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:48:57.266" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:48:57.266" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:49:00.383" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:49:00.383" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:49:00.383" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:49:03.490" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:49:03.490" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:49:03.490" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:49:06.608" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:49:06.608" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:49:06.608" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:49:09.727" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:49:09.727" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:49:09.727" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:49:12.870" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:49:12.870" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:49:12.870" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:49:16.000" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:49:16.000" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:49:16.000" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:49:19.112" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:49:19.112" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:49:19.112" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:49:22.237" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:49:22.237" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:49:22.237" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
